year,race,driver_code,race_win_odds,race_win_prob,podium_odds,podium_prob,Grid_Position,Quali_Time_Delta,Top_Speed_ST
2024,Azerbaijan Grand Prix,VER,7.5,0.1069,2.0,0.4356,6.0,0.658,318.0
2024,Azerbaijan Grand Prix,SAI,11.0,0.0699,3.2,0.2479,3.0,0.44,316.0
2024,Azerbaijan Grand Prix,HAM,15.0,0.0495,4.5,0.1647,7.0,0.924,323.0
2024,Azerbaijan Grand Prix,RUS,17.0,0.0431,5.0,0.1452,5.0,0.509,322.0
2024,Azerbaijan Grand Prix,PER,26.0,0.0269,8.0,0.0826,4.0,0.448,316.0
2024,Azerbaijan Grand Prix,STR,301.0,0.0018,51.0,0.009,14.0,2.039,320.0
2024,Azerbaijan Grand Prix,ALB,301.0,0.0018,51.0,0.009,10.0,1.494,319.0
2024,Azerbaijan Grand Prix,ALO,301.0,0.0018,34.0,0.0146,8.0,1.004,322.0
2024,Azerbaijan Grand Prix,ZHO,601.0,0.0008,301.0,0.0011,18.0,2.8810000000000002,318.0
2024,Azerbaijan Grand Prix,GAS,601.0,0.0008,151.0,0.0024,15.0,1.814,319.0
2024,Azerbaijan Grand Prix,RIC,601.0,0.0008,151.0,0.0024,15.0,2.182,319.0
2024,Azerbaijan Grand Prix,BEA,601.0,0.0008,151.0,0.0024,11.0,1.603,318.0
2024,Azerbaijan Grand Prix,COL,601.0,0.0008,301.0,0.0011,9.0,1.165,320.0
2024,Azerbaijan Grand Prix,HUL,601.0,0.0008,51.0,0.009,13.0,1.826,322.0
2024,Azerbaijan Grand Prix,BOT,601.0,0.0008,301.0,0.0011,17.0,2.253,320.0
2024,Azerbaijan Grand Prix,TSU,601.0,0.0008,151.0,0.0024,12.0,1.67,318.0
2024,Azerbaijan Grand Prix,OCO,601.0,0.0008,151.0,0.0024,19.0,3.1390000000000002,319.0
2024,Bahrain Grand Prix,VER,1.35,0.7078,1.16,0.8395,1.0,0.0,320.0
2024,Bahrain Grand Prix,LEC,10.0,0.0705,1.9,0.4693,2.0,0.228,317.0
2024,Bahrain Grand Prix,PER,13.0,0.0521,1.9,0.4693,5.0,0.358,320.0
2024,Bahrain Grand Prix,SAI,21.0,0.03,3.0,0.2739,4.0,0.328,320.0
2024,Bahrain Grand Prix,RUS,21.0,0.03,3.0,0.2739,3.0,0.306,311.0
2024,Bahrain Grand Prix,HAM,21.0,0.03,3.0,0.2739,9.0,0.531,315.0
2024,Bahrain Grand Prix,NOR,21.0,0.03,3.75,0.2106,7.0,0.435,312.0
2024,Bahrain Grand Prix,ALO,29.0,0.0207,8.0,0.0862,6.0,0.363,314.0
2024,Bahrain Grand Prix,PIA,34.0,0.0172,13.0,0.0486,8.0,0.504,312.0
2024,Bahrain Grand Prix,STR,301.0,0.0014,41.0,0.0126,12.0,1.021,318.0
2024,Bahrain Grand Prix,ALB,301.0,0.0014,101.0,0.0043,13.0,1.042,321.0
2024,Bahrain Grand Prix,GAS,301.0,0.0014,101.0,0.0043,20.0,1.7690000000000001,316.0
2024,Bahrain Grand Prix,RIC,301.0,0.0014,51.0,0.0097,14.0,1.099,316.0
2024,Bahrain Grand Prix,TSU,301.0,0.0014,51.0,0.0097,11.0,0.95,316.0
2024,Bahrain Grand Prix,OCO,301.0,0.0014,101.0,0.0043,19.0,1.6139999999999999,315.0
2024,Bahrain Grand Prix,SAR,601.0,0.0006,201.0,0.0019,18.0,1.591,318.0
2024,Bahrain Grand Prix,ZHO,601.0,0.0006,201.0,0.0019,17.0,1.5779999999999998,312.0
2024,Bahrain Grand Prix,MAG,601.0,0.0006,201.0,0.0019,15.0,1.35,319.0
2024,Bahrain Grand Prix,BOT,601.0,0.0006,201.0,0.0019,16.0,1.577,318.0
2024,Bahrain Grand Prix,HUL,601.0,0.0006,201.0,0.0019,10.0,1.323,317.0
2024,Barcelona Grand Prix,VER,1.5,0.6303,1.15,0.843,2.0,0.02,328.0
2024,Barcelona Grand Prix,NOR,6.0,0.1301,1.5,0.6093,1.0,0.0,323.0
2024,Barcelona Grand Prix,LEC,9.0,0.082,1.6,0.5631,5.0,0.348,327.0
2024,Barcelona Grand Prix,PER,17.0,0.0397,3.5,0.2163,8.0,0.678,324.0
2024,Barcelona Grand Prix,SAI,26.0,0.0245,3.25,0.2368,6.0,0.353,324.0
2024,Barcelona Grand Prix,RUS,26.0,0.0245,4.5,0.1591,4.0,0.32,328.0
2024,Barcelona Grand Prix,PIA,26.0,0.0245,4.35,0.1659,10.0,0.628,322.0
2024,Barcelona Grand Prix,HAM,26.0,0.0245,4.5,0.1591,3.0,0.318,327.0
2024,Barcelona Grand Prix,ALO,151.0,0.0033,26.0,0.0187,11.0,0.745,325.0
2024,Barcelona Grand Prix,STR,301.0,0.0015,67.0,0.0059,14.0,0.989,323.0
2024,Barcelona Grand Prix,TSU,301.0,0.0015,101.0,0.0036,17.0,1.6019999999999999,326.0
2024,Barcelona Grand Prix,RIC,301.0,0.0015,101.0,0.0036,18.0,1.692,324.0
2024,Barcelona Grand Prix,ALB,301.0,0.0015,101.0,0.0036,19.0,1.77,321.0
2024,Barcelona Grand Prix,HUL,301.0,0.0015,151.0,0.0022,13.0,0.927,327.0
2024,Barcelona Grand Prix,MAG,301.0,0.0015,151.0,0.0022,16.0,1.554,325.0
2024,Barcelona Grand Prix,OCO,301.0,0.0015,151.0,0.0022,9.0,0.742,322.0
2024,Barcelona Grand Prix,GAS,301.0,0.0015,151.0,0.0022,7.0,0.474,324.0
2024,Barcelona Grand Prix,SAR,301.0,0.0012,251.0,0.0012,20.0,2.126,325.0
2024,Barcelona Grand Prix,ZHO,301.0,0.0012,251.0,0.0012,15.0,1.355,326.0
2024,Barcelona Grand Prix,BOT,301.0,0.0012,251.0,0.0012,12.0,0.844,324.0
2024,Belgian Grand Prix,NOR,2.2,0.4065,1.25,0.7586,5.0,0.822,308.0
2024,Belgian Grand Prix,VER,3.0,0.2853,1.5,0.6052,1.0,0.0,307.0
2024,Belgian Grand Prix,PIA,6.0,0.1293,1.4,0.6592,6.0,0.868,309.0
2024,Belgian Grand Prix,RUS,15.0,0.0454,2.1,0.399,7.0,1.025,306.0
2024,Belgian Grand Prix,HAM,15.0,0.0454,2.65,0.2991,4.0,0.676,306.0
2024,Belgian Grand Prix,LEC,26.0,0.0242,5.5,0.1211,2.0,0.595,307.0
2024,Belgian Grand Prix,PER,41.0,0.0144,8.0,0.0761,3.0,0.606,306.0
2024,Belgian Grand Prix,SAI,41.0,0.0144,8.0,0.0761,8.0,1.318,306.0
2024,Belgian Grand Prix,HUL,67.0,0.0082,,,16.0,3.149,307.0
2024,Belgian Grand Prix,STR,101.0,0.0051,,,15.0,2.557,302.0
2024,Belgian Grand Prix,MAG,151.0,0.0033,,,17.0,3.341,307.0
2024,Belgian Grand Prix,ALB,151.0,0.0033,,,11.0,1.314,307.0
2024,Belgian Grand Prix,TSU,201.0,0.0023,,,18.0,3.434,297.0
2024,Belgian Grand Prix,RIC,201.0,0.0023,,,13.0,1.5230000000000001,305.0
2024,Belgian Grand Prix,SAR,251.0,0.0018,,,19.0,4.071,299.0
2024,Belgian Grand Prix,ZHO,251.0,0.0018,,,20.0,4.616,301.0
2024,Belgian Grand Prix,GAS,251.0,0.0018,,,12.0,1.476,307.0
2024,Belgian Grand Prix,BOT,251.0,0.0018,,,14.0,1.605,297.0
2024,Belgian Grand Prix,OCO,251.0,0.0018,,,10.0,1.651,311.0
2024,Belgian Grand Prix,ALO,301.0,0.0015,67.0,0.0055,9.0,1.6059999999999999,306.0
2024,British Grand Prix,VER,1.48,0.6256,1.1,0.8866,4.0,0.384,322.0
2024,British Grand Prix,NOR,3.5,0.2234,1.2,0.7943,3.0,0.211,317.0
2024,British Grand Prix,PIA,15.0,0.0392,2.15,0.3802,5.0,0.418,321.0
2024,British Grand Prix,RUS,17.0,0.0337,2.6,0.2991,1.0,0.0,323.0
2024,British Grand Prix,HAM,19.0,0.0295,2.7,0.2852,2.0,0.171,322.0
2024,British Grand Prix,LEC,26.0,0.0203,4.5,0.1496,11.0,1.278,321.0
2024,British Grand Prix,SAI,34.0,0.0147,6.0,0.104,7.0,0.69,321.0
2024,British Grand Prix,PER,67.0,0.0065,7.0,0.0856,19.0,12.529,297.0
2024,British Grand Prix,MAG,301.0,0.0011,126.0,0.0022,17.0,7.086,293.0
2024,British Grand Prix,HUL,301.0,0.0011,67.0,0.0049,6.0,0.519,324.0
2024,British Grand Prix,STR,601.0,0.0005,201.0,0.0012,8.0,0.766,324.0
2024,British Grand Prix,ALO,601.0,0.0005,201.0,0.0012,10.0,1.098,323.0
2024,British Grand Prix,SAR,601.0,0.0005,301.0,0.0007,12.0,1.3559999999999999,322.0
2024,British Grand Prix,ZHO,601.0,0.0005,301.0,0.0007,14.0,2.048,320.0
2024,British Grand Prix,ALB,601.0,0.0005,301.0,0.0007,9.0,0.821,324.0
2024,British Grand Prix,GAS,601.0,0.0005,301.0,0.0007,20.0,13.985,292.0
2024,British Grand Prix,RIC,601.0,0.0005,301.0,0.0007,15.0,2.13,324.0
2024,British Grand Prix,BOT,601.0,0.0005,301.0,0.0007,16.0,6.612,294.0
2024,British Grand Prix,TSU,601.0,0.0005,301.0,0.0007,13.0,1.45,323.0
2024,British Grand Prix,OCO,601.0,0.0005,301.0,0.0007,18.0,8.738,295.0
2024,Dutch Grand Prix,VER,2.7,0.3302,1.25,0.7582,2.0,0.356,329.0
2024,Dutch Grand Prix,NOR,2.85,0.3109,1.28,0.7362,1.0,0.0,329.0
2024,Dutch Grand Prix,PIA,6.0,0.1355,1.61,0.5539,3.0,0.499,332.0
2024,Dutch Grand Prix,HAM,10.0,0.0766,2.2,0.3761,11.0,1.275,334.0
2024,Dutch Grand Prix,RUS,12.0,0.0625,2.25,0.3657,4.0,0.571,334.0
2024,Dutch Grand Prix,LEC,21.0,0.0335,8.0,0.0758,6.0,0.909,329.0
2024,Dutch Grand Prix,SAI,34.0,0.0196,10.0,0.0575,10.0,1.241,330.0
2024,Dutch Grand Prix,PER,41.0,0.0159,15.0,0.0348,5.0,0.743,334.0
2024,Dutch Grand Prix,RIC,101.0,0.0058,21.0,0.0229,15.0,2.27,328.0
2024,Dutch Grand Prix,ALO,401.0,0.0012,67.0,0.0054,7.0,0.96,327.0
2024,Dutch Grand Prix,TSU,501.0,0.001,101.0,0.0033,12.0,1.282,328.0
2024,Dutch Grand Prix,HUL,501.0,0.001,151.0,0.002,13.0,1.542,332.0
2024,Dutch Grand Prix,STR,601.0,0.0008,151.0,0.002,8.0,1.184,332.0
2024,Dutch Grand Prix,ZHO,601.0,0.0008,301.0,0.0008,18.0,3.588,325.0
2024,Dutch Grand Prix,SAR,601.0,0.0008,301.0,0.0008,20.0,,
2024,Dutch Grand Prix,ALB,601.0,0.0008,301.0,0.0008,10.0,0.98,326.0
2024,Dutch Grand Prix,GAS,601.0,0.0008,301.0,0.0008,9.0,1.304,331.0
2024,Dutch Grand Prix,MAG,601.0,0.0008,301.0,0.0008,14.0,1.6219999999999999,331.0
2024,Dutch Grand Prix,BOT,601.0,0.0008,301.0,0.0008,17.0,2.495,327.0
2024,Dutch Grand Prix,OCO,601.0,0.0008,251.0,0.0011,16.0,2.322,330.0
2024,Emilia Romagna Grand Prix,VER,1.18,0.8165,1.1,0.8894,1.0,0.0,296.0
2024,Emilia Romagna Grand Prix,NOR,9.0,0.0678,1.5,0.6074,3.0,0.091,296.0
2024,Emilia Romagna Grand Prix,PER,15.0,0.0363,1.8,0.4854,11.0,0.96,297.0
2024,Emilia Romagna Grand Prix,LEC,15.0,0.0363,1.8,0.4854,4.0,0.224,294.0
2024,Emilia Romagna Grand Prix,SAI,34.0,0.0133,3.4,0.2221,5.0,0.487,294.0
2024,Emilia Romagna Grand Prix,PIA,41.0,0.0106,5.0,0.1382,2.0,0.074,296.0
2024,Emilia Romagna Grand Prix,RUS,67.0,0.0058,11.0,0.0524,6.0,0.488,294.0
2024,Emilia Romagna Grand Prix,HAM,67.0,0.0058,11.0,0.0524,8.0,0.758,294.0
2024,Emilia Romagna Grand Prix,ALO,126.0,0.0027,11.0,0.0524,19.0,2.171,289.0
2024,Emilia Romagna Grand Prix,STR,251.0,0.0011,101.0,0.0034,13.0,1.246,293.0
2024,Emilia Romagna Grand Prix,TSU,601.0,0.0004,151.0,0.0021,7.0,0.719,293.0
2024,Emilia Romagna Grand Prix,RIC,601.0,0.0004,151.0,0.0021,9.0,0.928,293.0
2024,Emilia Romagna Grand Prix,HUL,601.0,0.0004,151.0,0.0021,10.0,1.234,298.0
2024,Emilia Romagna Grand Prix,MAG,601.0,0.0004,301.0,0.0009,18.0,2.108,297.0
2024,Emilia Romagna Grand Prix,OCO,601.0,0.0004,301.0,0.0009,12.0,1.16,292.0
2024,Emilia Romagna Grand Prix,ALB,601.0,0.0004,301.0,0.0009,14.0,1.454,296.0
2024,Emilia Romagna Grand Prix,GAS,601.0,0.0004,301.0,0.0009,15.0,1.635,292.0
2024,Emilia Romagna Grand Prix,SAR,601.0,0.0004,501.0,0.0005,20.0,,298.0
2024,Emilia Romagna Grand Prix,ZHO,601.0,0.0004,501.0,0.0005,17.0,2.088,294.0
2024,Emilia Romagna Grand Prix,BOT,601.0,0.0004,501.0,0.0005,16.0,1.88,295.0
2024,Hungarian Grand Prix,VER,1.65,0.5665,1.33,0.7116,3.0,0.046,305.0
2024,Hungarian Grand Prix,NOR,4.5,0.1815,1.65,0.5502,1.0,0.0,304.0
2024,Hungarian Grand Prix,RUS,12.0,0.0596,1.9,0.465,17.0,2.741,288.0
2024,Hungarian Grand Prix,HAM,12.0,0.0596,1.9,0.465,5.0,0.627,307.0
2024,Hungarian Grand Prix,PIA,13.0,0.0544,2.5,0.3351,2.0,0.022,300.0
2024,Hungarian Grand Prix,LEC,21.0,0.0316,3.75,0.2066,6.0,0.678,307.0
2024,Hungarian Grand Prix,SAI,26.0,0.0248,4.5,0.1662,4.0,0.469,306.0
2024,Hungarian Grand Prix,PER,67.0,0.0085,13.0,0.0469,16.0,2.659,306.0
2024,Hungarian Grand Prix,STR,301.0,0.0015,101.0,0.0041,8.0,1.017,308.0
2024,Hungarian Grand Prix,GAS,301.0,0.0015,67.0,0.0066,20.0,2.939,305.0
2024,Hungarian Grand Prix,RIC,301.0,0.0015,101.0,0.0041,9.0,1.22,302.0
2024,Hungarian Grand Prix,ALO,301.0,0.0015,51.0,0.0092,7.0,0.816,306.0
2024,Hungarian Grand Prix,TSU,301.0,0.0015,101.0,0.0041,10.0,1.25,303.0
2024,Hungarian Grand Prix,OCO,301.0,0.0015,67.0,0.0066,19.0,2.822,308.0
2024,Hungarian Grand Prix,SAR,601.0,0.0007,251.0,0.0014,14.0,1.316,306.0
2024,Hungarian Grand Prix,ZHO,601.0,0.0007,251.0,0.0014,18.0,2.81,289.0
2024,Hungarian Grand Prix,ALB,601.0,0.0007,67.0,0.0066,13.0,1.202,305.0
2024,Hungarian Grand Prix,MAG,601.0,0.0007,251.0,0.0014,15.0,1.321,315.0
2024,Hungarian Grand Prix,BOT,601.0,0.0007,251.0,0.0014,12.0,1.157,309.0
2024,Hungarian Grand Prix,HUL,601.0,0.0007,67.0,0.0066,11.0,1.09,312.0
2024,Italian Grand Prix,NOR,2.2,0.4118,1.23,0.7751,1.0,0.0,346.0
2024,Italian Grand Prix,VER,3.0,0.2905,1.3,0.7241,7.0,0.695,347.0
2024,Italian Grand Prix,PIA,7.0,0.112,2.0,0.4262,2.0,0.109,345.0
2024,Italian Grand Prix,RUS,12.0,0.0611,3.4,0.2219,3.0,0.113,347.0
2024,Italian Grand Prix,HAM,12.0,0.0611,3.5,0.2141,6.0,0.186,348.0
2024,Italian Grand Prix,LEC,21.0,0.0325,2.45,0.332,4.0,0.134,350.0
2024,Italian Grand Prix,PER,67.0,0.0088,15.0,0.0357,8.0,0.735,346.0
2024,Italian Grand Prix,SAI,67.0,0.0088,3.25,0.2345,5.0,0.14,350.0
2024,Italian Grand Prix,STR,301.0,0.0016,101.0,0.0034,17.0,1.686,345.0
2024,Italian Grand Prix,ALB,301.0,0.0016,67.0,0.0057,9.0,0.972,347.0
2024,Italian Grand Prix,MAG,301.0,0.0016,151.0,0.0021,13.0,1.371,350.0
2024,Italian Grand Prix,ALO,301.0,0.0016,41.0,0.0104,11.0,1.094,353.0
2024,Italian Grand Prix,HUL,301.0,0.0016,151.0,0.0021,10.0,1.012,347.0
2024,Italian Grand Prix,ZHO,601.0,0.0007,251.0,0.0011,20.0,2.118,352.0
2024,Italian Grand Prix,GAS,601.0,0.0007,151.0,0.0021,14.0,1.411,346.0
2024,Italian Grand Prix,RIC,601.0,0.0007,151.0,0.0021,12.0,1.152,353.0
2024,Italian Grand Prix,BOT,601.0,0.0007,251.0,0.0011,19.0,1.774,352.0
2024,Italian Grand Prix,TSU,601.0,0.0007,151.0,0.0021,16.0,1.6179999999999999,348.0
2024,Italian Grand Prix,OCO,601.0,0.0007,151.0,0.0021,15.0,1.439,348.0
2024,Italian Grand Prix,COL,601.0,0.0007,151.0,0.0021,18.0,1.734,348.0
2024,Japan Grand Prix,VER,1.2,0.8035,1.1,0.8827,1.0,0.0,295.0
2024,Japan Grand Prix,PER,13.0,0.0461,1.65,0.5191,2.0,0.066,297.0
2024,Japan Grand Prix,LEC,15.0,0.0388,1.9,0.4315,8.0,0.589,295.0
2024,Japan Grand Prix,SAI,15.0,0.0388,1.9,0.4315,4.0,0.485,294.0
2024,Japan Grand Prix,NOR,26.0,0.0201,3.25,0.2137,3.0,0.292,294.0
2024,Japan Grand Prix,PIA,34.0,0.0145,5.0,0.1216,6.0,0.563,294.0
2024,Japan Grand Prix,RUS,41.0,0.0116,8.0,0.0657,9.0,0.811,294.0
2024,Japan Grand Prix,HAM,41.0,0.0116,8.0,0.0657,7.0,0.569,293.0
2024,Japan Grand Prix,ALO,67.0,0.0064,17.0,0.0245,5.0,0.489,295.0
2024,Japan Grand Prix,STR,101.0,0.0039,51.0,0.0058,16.0,1.827,295.0
2024,Japan Grand Prix,TSU,601.0,0.0005,10.0,0.0491,10.0,1.216,298.0
2024,Japan Grand Prix,RIC,601.0,0.0005,12.0,0.0386,11.0,1.275,296.0
2024,Japan Grand Prix,HUL,601.0,0.0005,13.0,0.0348,12.0,1.297,300.0
2024,Japan Grand Prix,ALB,601.0,0.0005,13.0,0.0348,14.0,1.517,299.0
2024,Japan Grand Prix,MAG,601.0,0.0005,17.0,0.0245,18.0,1.9340000000000002,298.0
2024,Japan Grand Prix,OCO,601.0,0.0005,21.0,0.0186,15.0,1.619,295.0
2024,Japan Grand Prix,GAS,601.0,0.0005,26.0,0.014,17.0,1.9220000000000002,294.0
2024,Japan Grand Prix,SAR,601.0,0.0005,29.0,0.0122,19.0,1.942,298.0
2024,Japan Grand Prix,ZHO,601.0,0.0005,51.0,0.0058,20.0,1.946,293.0
2024,Japan Grand Prix,BOT,601.0,0.0005,51.0,0.0058,13.0,1.396,293.0
2024,Las Vegas Grand Prix,NOR,3.25,0.2684,1.35,0.6939,6.0,0.696,347.0
2024,Las Vegas Grand Prix,VER,3.4,0.2553,1.35,0.6939,5.0,0.485,348.0
2024,Las Vegas Grand Prix,LEC,3.75,0.2288,1.5,0.6104,4.0,0.471,344.0
2024,Las Vegas Grand Prix,SAI,6.0,0.1354,1.7,0.5241,2.0,0.098,349.0
2024,Las Vegas Grand Prix,PIA,17.0,0.0424,3.25,0.2381,8.0,0.721,345.0
2024,Las Vegas Grand Prix,RUS,26.0,0.0264,9.0,0.0689,1.0,0.0,343.0
2024,Las Vegas Grand Prix,HAM,26.0,0.0264,9.0,0.0689,10.0,15.794,343.0
2024,Las Vegas Grand Prix,PER,151.0,0.0037,17.0,0.0317,16.0,1.843,345.0
2024,Las Vegas Grand Prix,MAG,301.0,0.0017,34.0,0.0137,12.0,0.985,343.0
2024,Las Vegas Grand Prix,HUL,301.0,0.0017,34.0,0.0137,9.0,0.75,342.0
2024,Las Vegas Grand Prix,ALO,301.0,0.0017,34.0,0.0137,17.0,1.946,345.0
2024,Las Vegas Grand Prix,LAW,301.0,0.0017,126.0,0.0028,15.0,1.9449999999999998,348.0
2024,Las Vegas Grand Prix,STR,601.0,0.0008,101.0,0.0036,20.0,2.172,348.0
2024,Las Vegas Grand Prix,ZHO,601.0,0.0008,251.0,0.0012,13.0,1.254,334.0
2024,Las Vegas Grand Prix,ALB,601.0,0.0008,101.0,0.0036,18.0,2.113,346.0
2024,Las Vegas Grand Prix,GAS,601.0,0.0008,101.0,0.0036,3.0,0.352,352.0
2024,Las Vegas Grand Prix,COL,601.0,0.0008,101.0,0.0036,14.0,1.437,346.0
2024,Las Vegas Grand Prix,BOT,601.0,0.0008,251.0,0.0012,19.0,2.118,343.0
2024,Las Vegas Grand Prix,TSU,601.0,0.0008,67.0,0.006,7.0,0.717,348.0
2024,Las Vegas Grand Prix,OCO,601.0,0.0008,101.0,0.0036,11.0,0.909,351.0
2024,Mexican Grand Prix,NOR,3.75,0.2315,1.4,0.6641,3.0,0.314,343.0
2024,Mexican Grand Prix,VER,3.75,0.2315,1.4,0.6641,2.0,0.225,347.0
2024,Mexican Grand Prix,LEC,3.75,0.2315,1.4,0.6641,4.0,0.319,348.0
2024,Mexican Grand Prix,PIA,8.0,0.1001,2.0,0.4303,17.0,1.651,346.0
2024,Mexican Grand Prix,SAI,8.0,0.1001,3.0,0.2628,1.0,0.0,347.0
2024,Mexican Grand Prix,RUS,19.0,0.0384,6.0,0.1131,5.0,0.41,345.0
2024,Mexican Grand Prix,HAM,19.0,0.0384,6.0,0.1131,6.0,0.705,349.0
2024,Mexican Grand Prix,PER,41.0,0.0164,13.0,0.0441,18.0,1.665,348.0
2024,Mexican Grand Prix,ALO,301.0,0.0018,41.0,0.0109,13.0,1.222,346.0
2024,Mexican Grand Prix,LAW,301.0,0.0018,126.0,0.0028,12.0,1.216,343.0
2024,Mexican Grand Prix,HUL,601.0,0.0008,67.0,0.006,10.0,1.419,348.0
2024,Mexican Grand Prix,ALB,601.0,0.0008,67.0,0.006,9.0,1.119,342.0
2024,Mexican Grand Prix,STR,601.0,0.0008,101.0,0.0036,14.0,1.3479999999999999,348.0
2024,Mexican Grand Prix,COL,601.0,0.0008,101.0,0.0036,16.0,1.612,341.0
2024,Mexican Grand Prix,TSU,601.0,0.0008,101.0,0.0036,11.0,1.183,344.0
2024,Mexican Grand Prix,MAG,601.0,0.0008,151.0,0.0022,7.0,0.94,347.0
2024,Mexican Grand Prix,OCO,601.0,0.0008,201.0,0.0016,19.0,1.671,348.0
2024,Mexican Grand Prix,GAS,601.0,0.0008,201.0,0.0016,8.0,0.946,347.0
2024,Mexican Grand Prix,ZHO,601.0,0.0008,251.0,0.0012,20.0,2.126,344.0
2024,Mexican Grand Prix,BOT,601.0,0.0008,251.0,0.0012,15.0,1.871,344.0
2024,Miami Grand Prix,VER,1.15,0.8425,1.1,0.8921,1.0,0.0,337.0
2024,Miami Grand Prix,PER,13.0,0.0431,1.25,0.7655,4.0,0.219,339.0
2024,Miami Grand Prix,NOR,21.0,0.0239,2.4,0.3505,5.0,0.353,336.0
2024,Miami Grand Prix,LEC,21.0,0.0239,2.6,0.3185,2.0,0.141,337.0
2024,Miami Grand Prix,SAI,21.0,0.0239,2.75,0.2978,3.0,0.214,338.0
2024,Miami Grand Prix,HUL,51.0,0.0081,,,9.0,0.905,340.0
2024,Miami Grand Prix,RUS,51.0,0.0081,9.0,0.072,7.0,0.826,335.0
2024,Miami Grand Prix,PIA,51.0,0.0081,6.0,0.117,6.0,0.434,335.0
2024,Miami Grand Prix,HAM,51.0,0.0081,9.0,0.072,8.0,0.866,337.0
2024,Miami Grand Prix,ALO,67.0,0.0058,11.0,0.0566,15.0,1.186,337.0
2024,Miami Grand Prix,STR,251.0,0.0011,34.0,0.0147,11.0,0.981,343.0
2024,Miami Grand Prix,SAR,601.0,0.0004,101.0,0.004,17.0,1.246,340.0
2024,Miami Grand Prix,ZHO,601.0,0.0004,101.0,0.004,20.0,1.583,331.0
2024,Miami Grand Prix,ALB,601.0,0.0004,101.0,0.004,14.0,1.172,340.0
2024,Miami Grand Prix,GAS,601.0,0.0004,101.0,0.004,12.0,1.083,341.0
2024,Miami Grand Prix,RIC,601.0,0.0004,67.0,0.0065,18.0,1.376,336.0
2024,Miami Grand Prix,MAG,601.0,0.0004,67.0,0.0065,19.0,1.3780000000000001,342.0
2024,Miami Grand Prix,BOT,601.0,0.0004,101.0,0.004,16.0,1.222,345.0
2024,Miami Grand Prix,TSU,601.0,0.0004,67.0,0.0065,10.0,0.951,336.0
2024,Miami Grand Prix,OCO,601.0,0.0004,101.0,0.004,13.0,1.13,338.0
2024,Monaco Grand Prix,VER,1.65,0.5664,1.2,0.7998,6.0,0.297,279.0
2024,Monaco Grand Prix,NOR,6.0,0.1308,1.6,0.5621,4.0,0.272,279.0
2024,Monaco Grand Prix,LEC,6.0,0.1308,1.6,0.5621,1.0,0.0,280.0
2024,Monaco Grand Prix,PIA,12.0,0.0595,2.4,0.342,2.0,0.154,278.0
2024,Monaco Grand Prix,PER,17.0,0.0401,2.4,0.342,16.0,1.79,280.0
2024,Monaco Grand Prix,SAI,17.0,0.0401,2.75,0.2894,3.0,0.248,280.0
2024,Monaco Grand Prix,RUS,81.0,0.0068,19.0,0.0271,5.0,0.273,280.0
2024,Monaco Grand Prix,HAM,81.0,0.0068,19.0,0.0271,7.0,0.351,282.0
2024,Monaco Grand Prix,ALO,81.0,0.0068,17.0,0.031,14.0,1.749,281.0
2024,Monaco Grand Prix,STR,201.0,0.0024,67.0,0.0058,13.0,1.293,280.0
2024,Monaco Grand Prix,RIC,301.0,0.0015,201.0,0.0015,12.0,1.212,275.0
2024,Monaco Grand Prix,OCO,301.0,0.0015,201.0,0.0015,11.0,1.015,278.0
2024,Monaco Grand Prix,GAS,301.0,0.0015,201.0,0.0015,10.0,1.041,278.0
2024,Monaco Grand Prix,SAR,601.0,0.0007,301.0,0.0009,15.0,1.75,280.0
2024,Monaco Grand Prix,ZHO,601.0,0.0007,301.0,0.0009,18.0,2.758,280.0
2024,Monaco Grand Prix,ALB,601.0,0.0007,301.0,0.0009,9.0,0.678,273.0
2024,Monaco Grand Prix,MAG,601.0,0.0007,301.0,0.0009,15.0,1.455,284.0
2024,Monaco Grand Prix,BOT,601.0,0.0007,301.0,0.0009,17.0,2.242,280.0
2024,Monaco Grand Prix,TSU,601.0,0.0007,201.0,0.0015,8.0,0.588,275.0
2024,Monaco Grand Prix,HUL,601.0,0.0007,301.0,0.0009,14.0,1.17,284.0
2024,Montreal Grand Prix,VER,1.4,0.6755,1.2,0.7951,2.0,0.0,326.0
2024,Montreal Grand Prix,LEC,6.0,0.1238,1.35,0.6857,11.0,0.691,324.0
2024,Montreal Grand Prix,NOR,7.0,0.1034,1.45,0.6268,3.0,0.021,321.0
2024,Montreal Grand Prix,PIA,21.0,0.0287,2.2,0.3711,4.0,0.103,322.0
2024,Montreal Grand Prix,PER,26.0,0.0224,3.0,0.2512,16.0,1.326,328.0
2024,Montreal Grand Prix,SAI,26.0,0.0224,3.4,0.2147,12.0,0.728,325.0
2024,Montreal Grand Prix,RUS,67.0,0.0074,21.0,0.0218,1.0,0.0,326.0
2024,Montreal Grand Prix,HAM,67.0,0.0074,21.0,0.0218,7.0,0.28,320.0
2024,Montreal Grand Prix,TSU,301.0,0.0013,,,8.0,0.414,332.0
2024,Montreal Grand Prix,RIC,301.0,0.0013,,,5.0,0.178,329.0
2024,Montreal Grand Prix,ALO,301.0,0.0013,67.0,0.0051,6.0,0.228,328.0
2024,Montreal Grand Prix,STR,601.0,0.0006,301.0,0.0008,9.0,0.701,330.0
2024,Montreal Grand Prix,ZHO,601.0,0.0006,301.0,0.0008,20.0,2.292,322.0
