year,race,driver_code,race_win_odds,race_win_prob,podium_odds,podium_prob,Grid_Position,Quali_Time_Delta,Top_Speed_ST
2024,Montreal Grand Prix,SAR,601.0,0.0006,301.0,0.0008,13.0,0.736,329.0
2024,Montreal Grand Prix,ALB,601.0,0.0006,301.0,0.0008,10.0,0.796,329.0
2024,Montreal Grand Prix,GAS,601.0,0.0006,301.0,0.0008,15.0,0.94,321.0
2024,Montreal Grand Prix,MAG,601.0,0.0006,301.0,0.0008,14.0,0.916,327.0
2024,Montreal Grand Prix,HUL,601.0,0.0006,301.0,0.0008,19.0,1.978,322.0
2024,Montreal Grand Prix,BOT,601.0,0.0006,301.0,0.0008,17.0,1.366,328.0
2024,Montreal Grand Prix,OCO,601.0,0.0006,301.0,0.0008,18.0,1.435,322.0
2024,Qatar Grand Prix,NOR,3.0,0.2983,1.4,0.6693,3.0,0.252,318.0
2024,Qatar Grand Prix,VER,5.0,0.1699,1.53,0.602,1.0,0.0,322.0
2024,Qatar Grand Prix,PIA,6.5,0.1273,1.9,0.4649,4.0,0.309,318.0
2024,Qatar Grand Prix,RUS,7.0,0.1173,2.37,0.3571,2.0,0.055,317.0
2024,Qatar Grand Prix,HAM,7.0,0.1173,2.37,0.3571,6.0,0.491,321.0
2024,Qatar Grand Prix,LEC,10.0,0.0792,3.25,0.245,5.0,0.332,317.0
2024,Qatar Grand Prix,SAI,11.0,0.0713,3.4,0.2321,7.0,0.521,314.0
2024,Qatar Grand Prix,PER,201.0,0.0029,26.0,0.0205,9.0,0.905,320.0
2024,Qatar Grand Prix,OCO,301.0,0.0019,67.0,0.0066,20.0,2.194,321.0
2024,Qatar Grand Prix,GAS,301.0,0.0019,67.0,0.0066,11.0,0.917,319.0
2024,Qatar Grand Prix,MAG,301.0,0.0019,67.0,0.0066,10.0,0.98,317.0
2024,Qatar Grand Prix,ALO,301.0,0.0019,67.0,0.0066,8.0,0.731,322.0
2024,Qatar Grand Prix,HUL,301.0,0.0019,67.0,0.0066,18.0,1.9220000000000002,315.0
2024,Qatar Grand Prix,LAW,301.0,0.0019,126.0,0.0031,17.0,1.891,318.0
2024,Qatar Grand Prix,STR,601.0,0.0009,151.0,0.0025,15.0,1.391,322.0
2024,Qatar Grand Prix,ZHO,601.0,0.0009,251.0,0.0014,12.0,0.981,318.0
2024,Qatar Grand Prix,ALB,601.0,0.0009,101.0,0.0041,16.0,1.87,318.0
2024,Qatar Grand Prix,COL,601.0,0.0009,151.0,0.0025,19.0,2.074,317.0
2024,Qatar Grand Prix,BOT,601.0,0.0009,251.0,0.0014,13.0,1.211,319.0
2024,Qatar Grand Prix,TSU,601.0,0.0009,101.0,0.0041,14.0,1.251,316.0
2024,Saudi Grand Prix,VER,1.25,0.7633,1.15,0.8447,1.0,0.0,330.0
2024,Saudi Grand Prix,PER,9.0,0.07,1.6,0.5668,3.0,0.335,332.0
2024,Saudi Grand Prix,LEC,13.0,0.0448,1.8,0.4916,2.0,0.319,329.0
2024,Saudi Grand Prix,SAI,17.0,0.0324,2.5,0.3306,,,
2024,Saudi Grand Prix,RUS,19.0,0.0283,5.5,0.1276,7.0,0.844,331.0
2024,Saudi Grand Prix,HAM,19.0,0.0283,3.75,0.2026,8.0,0.988,331.0
2024,Saudi Grand Prix,PIA,67.0,0.0062,7.0,0.0953,5.0,0.617,324.0
2024,Saudi Grand Prix,ALO,67.0,0.0062,11.0,0.0552,4.0,0.374,329.0
2024,Saudi Grand Prix,STR,301.0,0.001,41.0,0.0113,10.0,1.1,328.0
2024,Saudi Grand Prix,RIC,301.0,0.001,51.0,0.0087,14.0,1.553,331.0
2024,Saudi Grand Prix,TSU,301.0,0.001,67.0,0.0062,9.0,1.075,330.0
2024,Saudi Grand Prix,SAR,601.0,0.0004,151.0,0.0023,19.0,2.054,330.0
2024,Saudi Grand Prix,ZHO,601.0,0.0004,151.0,0.0023,20.0,,
2024,Saudi Grand Prix,ALB,601.0,0.0004,151.0,0.0023,12.0,1.508,330.0
2024,Saudi Grand Prix,GAS,601.0,0.0004,151.0,0.0023,18.0,2.007,327.0
2024,Saudi Grand Prix,MAG,601.0,0.0004,151.0,0.0023,13.0,1.548,332.0
2024,Saudi Grand Prix,HUL,601.0,0.0004,151.0,0.0023,15.0,1.583,332.0
2024,Saudi Grand Prix,BOT,601.0,0.0004,151.0,0.0023,16.0,1.7069999999999999,328.0
2024,Saudi Grand Prix,OCO,601.0,0.0004,151.0,0.0023,17.0,2.003,330.0
2024,Saudi Grand Prix,NOR,34.0,0.014,3.25,0.2408,6.0,0.66,325.0
2024,Shanghai Grand Prix,VER,1.15,0.8138,1.1,0.8856,1.0,0.0,333.0
2024,Shanghai Grand Prix,STR,9.0,0.0392,,,11.0,1.178,333.0
2024,Shanghai Grand Prix,PER,13.0,0.0228,1.4,0.6513,2.0,0.322,334.0
2024,Shanghai Grand Prix,LEC,15.0,0.0185,1.6,0.5493,6.0,0.629,330.0
2024,Shanghai Grand Prix,SAI,15.0,0.0185,1.6,0.5493,7.0,0.637,330.0
2024,Shanghai Grand Prix,TSU,17.0,0.0154,,,19.0,2.086,333.0
2024,Shanghai Grand Prix,RIC,17.0,0.0154,,,12.0,1.274,332.0
2024,Shanghai Grand Prix,MAG,26.0,0.0082,,,17.0,1.8559999999999999,334.0
2024,Shanghai Grand Prix,HUL,26.0,0.0082,,,9.0,0.944,333.0
2024,Shanghai Grand Prix,ALB,26.0,0.0082,,,14.0,1.581,334.0
2024,Shanghai Grand Prix,NOR,41.0,0.0042,3.5,0.2026,4.0,0.505,329.0
2024,Shanghai Grand Prix,RUS,41.0,0.0042,11.0,0.0471,8.0,0.773,331.0
2024,Shanghai Grand Prix,HAM,41.0,0.0042,11.0,0.0471,18.0,1.913,330.0
2024,Shanghai Grand Prix,ALO,41.0,0.0042,21.0,0.0206,3.0,0.488,333.0
2024,Shanghai Grand Prix,ZHO,41.0,0.0042,,,16.0,1.845,332.0
2024,Shanghai Grand Prix,BOT,41.0,0.0042,,,10.0,1.005,329.0
2024,Shanghai Grand Prix,SAR,67.0,0.002,,,20.0,2.698,330.0
2024,Shanghai Grand Prix,OCO,67.0,0.002,,,13.0,1.563,327.0
2024,Shanghai Grand Prix,GAS,67.0,0.002,,,15.0,1.803,329.0
2024,Shanghai Grand Prix,PIA,151.0,0.0006,11.0,0.0471,5.0,0.613,328.0
2024,Singapore Grand Prix,NOR,2.75,0.3265,1.3,0.7292,1.0,0.0,304.0
2024,Singapore Grand Prix,PIA,4.4,0.1941,1.5,0.6138,5.0,0.428,302.0
2024,Singapore Grand Prix,LEC,4.5,0.1894,1.6,0.5679,9.0,0.222,301.0
2024,Singapore Grand Prix,SAI,8.0,0.1002,2.1,0.4094,10.0,0.583,301.0
2024,Singapore Grand Prix,VER,11.0,0.0704,2.5,0.3319,2.0,0.203,302.0
2024,Singapore Grand Prix,RUS,17.0,0.0435,6.0,0.1157,4.0,0.342,304.0
2024,Singapore Grand Prix,HAM,17.0,0.0435,6.0,0.1157,3.0,0.316,305.0
2024,Singapore Grand Prix,PER,34.0,0.0202,11.0,0.0558,13.0,1.054,304.0
2024,Singapore Grand Prix,STR,301.0,0.0018,51.0,0.0088,17.0,1.569,304.0
2024,Singapore Grand Prix,ALO,301.0,0.0018,34.0,0.0143,7.0,0.689,304.0
2024,Singapore Grand Prix,MAG,601.0,0.0008,51.0,0.0088,14.0,1.1280000000000001,304.0
2024,Singapore Grand Prix,HUL,601.0,0.0008,51.0,0.0088,6.0,0.59,304.0
2024,Singapore Grand Prix,ALB,601.0,0.0008,51.0,0.0088,11.0,0.949,303.0
2024,Singapore Grand Prix,TSU,601.0,0.0008,151.0,0.0024,8.0,0.829,298.0
2024,Singapore Grand Prix,RIC,601.0,0.0008,151.0,0.0024,16.0,1.56,298.0
2024,Singapore Grand Prix,COL,601.0,0.0008,151.0,0.0024,12.0,0.956,302.0
2024,Singapore Grand Prix,BOT,601.0,0.0008,301.0,0.001,19.0,2.047,302.0
2024,Singapore Grand Prix,ZHO,601.0,0.0008,301.0,0.001,20.0,2.529,300.0
2024,Singapore Grand Prix,OCO,601.0,0.0008,301.0,0.001,15.0,1.244,302.0
2024,Singapore Grand Prix,GAS,601.0,0.0008,301.0,0.001,18.0,1.787,302.0
2024,São Paulo Grand Prix,NOR,3.3,0.2727,1.3,0.7454,1.0,0.0,270.0
2024,São Paulo Grand Prix,LEC,3.5,0.2557,1.4,0.686,6.0,1.12,249.0
2024,São Paulo Grand Prix,SAI,4.0,0.2211,2.2,0.4135,14.0,6.001,240.0
2024,São Paulo Grand Prix,VER,8.0,0.104,2.55,0.3505,12.0,4.366,243.0
2024,São Paulo Grand Prix,PIA,9.0,0.0915,2.2,0.4135,8.0,1.2810000000000001,259.0
2024,São Paulo Grand Prix,RUS,23.0,0.0329,5.5,0.1482,2.0,0.173,242.0
2024,São Paulo Grand Prix,PER,101.0,0.0066,21.0,0.033,13.0,4.753,245.0
2024,São Paulo Grand Prix,MAG,301.0,0.002,41.0,0.0156,,,
2024,São Paulo Grand Prix,HUL,301.0,0.002,41.0,0.0156,19.0,8.218,237.0
2024,São Paulo Grand Prix,LAW,301.0,0.002,126.0,0.0044,5.0,1.079,251.0
2024,São Paulo Grand Prix,HAM,601.0,0.0009,5.5,0.1482,16.0,7.745,248.0
2024,São Paulo Grand Prix,TSU,601.0,0.0009,101.0,0.0057,3.0,0.706,258.0
2024,São Paulo Grand Prix,ALB,601.0,0.0009,101.0,0.0057,7.0,1.252,262.0
2024,São Paulo Grand Prix,ALO,601.0,0.0009,101.0,0.0057,9.0,5.593,244.0
2024,São Paulo Grand Prix,STR,601.0,0.0009,251.0,0.0021,10.0,2.9290000000000003,248.0
2024,São Paulo Grand Prix,COL,601.0,0.0009,251.0,0.0021,18.0,7.865,237.0
2024,São Paulo Grand Prix,BOT,601.0,0.0009,401.0,0.0012,11.0,3.067,247.0
2024,São Paulo Grand Prix,ZHO,601.0,0.0009,401.0,0.0012,20.0,8.858,219.0
2024,São Paulo Grand Prix,OCO,601.0,0.0009,401.0,0.0012,4.0,1.07,253.0
2024,São Paulo Grand Prix,GAS,601.0,0.0009,401.0,0.0012,15.0,6.209,240.0
2024,United States Grand Prix,NOR,2.1,0.4306,1.25,0.7634,1.0,0.0,326.0
2024,United States Grand Prix,VER,5.5,0.1443,1.5,0.6123,2.0,0.031,328.0
2024,United States Grand Prix,PIA,5.5,0.1443,1.5,0.6123,5.0,0.62,324.0
2024,United States Grand Prix,LEC,7.5,0.1015,1.83,0.4814,4.0,0.41,330.0
2024,United States Grand Prix,SAI,17.0,0.0401,3.75,0.2021,3.0,0.322,330.0
2024,United States Grand Prix,RUS,17.0,0.0401,6.0,0.1145,6.0,0.644,329.0
2024,United States Grand Prix,HAM,17.0,0.0401,6.0,0.1145,19.0,1.8239999999999998,332.0
2024,United States Grand Prix,PER,34.0,0.0182,11.0,0.055,10.0,0.69,329.0
2024,United States Grand Prix,TSU,51.0,0.0115,,,11.0,1.176,334.0
2024,United States Grand Prix,STR,101.0,0.0053,67.0,0.0062,14.0,1.429,328.0
2024,United States Grand Prix,HUL,101.0,0.0053,67.0,0.0062,12.0,1.214,331.0
2024,United States Grand Prix,COL,151.0,0.0034,67.0,0.0062,17.0,1.732,327.0
2024,United States Grand Prix,MAG,151.0,0.0034,,,9.0,1.151,329.0
2024,United States Grand Prix,OCO,251.0,0.0016,201.0,0.0016,13.0,1.267,329.0
2024,United States Grand Prix,GAS,251.0,0.0016,201.0,0.0016,7.0,0.688,330.0
2024,United States Grand Prix,ZHO,251.0,0.0019,,,20.0,1.8980000000000001,330.0
2024,United States Grand Prix,BOT,251.0,0.0019,,,18.0,1.822,330.0
2024,United States Grand Prix,ALB,301.0,0.0015,51.0,0.0086,16.0,1.721,329.0
2024,United States Grand Prix,ALO,301.0,0.0015,41.0,0.0112,8.0,0.979,326.0
2024,United States Grand Prix,LAW,301.0,0.0015,126.0,0.0029,15.0,1.009,332.0
